Date,Monthly Listeners
03-22-2020,9621226
03-23-2020,9616792
03-24-2020,9615924
03-25-2020,9632135
03-26-2020,9631224
03-27-2020,9631224
03-28-2020,9623599
03-29-2020,9602906
03-30-2020,9586162
03-31-2020,9588399
04-01-2020,9586693
04-02-2020,9586693
04-03-2020,9473936
04-04-2020,9473936
04-05-2020,9370138
04-06-2020,9370138
04-07-2020,9332787
04-08-2020,9250358
04-09-2020,9250358
04-10-2020,9202849
04-11-2020,9155092
04-12-2020,9098864
04-13-2020,9098864
04-14-2020,9075208
04-15-2020,9051575
04-16-2020,8984050
04-17-2020,8959869
04-18-2020,8948019
04-19-2020,8948019
04-20-2020,8943499
04-21-2020,8938407
04-22-2020,8928001
04-23-2020,8919709
04-24-2020,8887330
04-25-2020,8887330
04-26-2020,8872673
04-27-2020,8857949
04-28-2020,8843360
04-29-2020,8828716
04-30-2020,8802948
05-01-2020,8802948
05-02-2020,8794719
05-03-2020,8783580
05-04-2020,8779415
05-05-2020,8768258
05-06-2020,8755479
05-07-2020,8743756
05-08-2020,8736162
05-09-2020,8744890
05-10-2020,8740236
05-11-2020,8740236
05-12-2020,8733494
05-13-2020,8734223
05-14-2020,8737285
05-15-2020,8738669
05-16-2020,8745423
05-17-2020,8745423
05-18-2020,8744612
05-19-2020,8732029
05-20-2020,8732029
05-21-2020,8725054
05-22-2020,8719778
05-23-2020,8713318
05-24-2020,8712561
05-25-2020,8712866
05-26-2020,8712866
05-27-2020,8710417
05-28-2020,8707616
05-29-2020,8707616
05-30-2020,8707616
05-31-2020,8695746
06-01-2020,8685239
06-02-2020,8685239
06-03-2020,8672544
06-04-2020,8665846
06-05-2020,8640017
06-06-2020,8640017
06-07-2020,8624442
06-08-2020,8624442
06-09-2020,8627454
06-10-2020,8619360
06-11-2020,8583117
06-12-2020,8567856
06-13-2020,8557031
06-14-2020,8543129
06-15-2020,8543129
06-16-2020,8530037
06-17-2020,8527332
06-18-2020,8516515
06-19-2020,8508042
06-20-2020,8524371
06-21-2020,8532513
06-22-2020,8533294
06-23-2020,8530655
06-24-2020,8527348
06-25-2020,8515771
06-26-2020,8506102
06-27-2020,8492672
06-28-2020,8476728
06-29-2020,8465854
06-30-2020,8454773
07-01-2020,8454773
07-02-2020,8439449
07-03-2020,8439449
07-04-2020,8398050
07-05-2020,8398050
07-06-2020,8379582
07-07-2020,8359386
07-08-2020,8336208
07-09-2020,8313860
07-10-2020,8293422
07-11-2020,8276411
07-12-2020,8251087
07-13-2020,8247999
07-14-2020,8239783
07-15-2020,8239783
07-16-2020,8239783
07-17-2020,8195597
07-18-2020,8195597
07-19-2020,8167692
07-20-2020,8165386
07-21-2020,8165386
07-22-2020,8150415
07-23-2020,8150415
07-24-2020,8147729
07-25-2020,8252534
07-26-2020,8316205
07-27-2020,8415786
07-28-2020,8460428
07-29-2020,8460428
07-30-2020,8500356
07-31-2020,8539022
08-01-2020,8573494
08-02-2020,8599523
08-03-2020,8627355
08-04-2020,8651943
08-05-2020,8676720
08-06-2020,8724889
08-07-2020,8756323
08-08-2020,8790237
08-09-2020,8790237
08-10-2020,8826508
08-11-2020,8869913
08-12-2020,8910847
08-13-2020,8948621
08-14-2020,8988825
08-15-2020,9024920
